date,open,high,low,close,volume,return,sma_5,sma_10,sma_20,sma_50,rsi_14,macd,macd_signal,bb_mid,bb_upper,bb_lower,atr_14,vwap,rel_strength_qqq,regime,vol_spike,extreme_return,trend_up,trend_down,in_play_150,in_play_120,in_play_200,moon_phase,moon_phase_sin,moon_phase_cos
2005-07-15,122.79,123.04,122.36,122.84,56138000,-0.000569522414775,122.476,121.315,120.80500000000002,119.8026,74.246231155779,0.7532946578321713,0.5038516016980482,120.80500000000002,123.39108828766128,118.21891171233877,1.0264285714285688,118.29326713956962,3.1586526099254306,bull,0,0,1,0,0,0,0,53.8362922668457,-0.8963485862922094,0.44334998799138103
2005-07-18,122.5,122.63,122.05,122.35,56857200,-0.0039889286877239,122.558,121.59699999999998,120.8545,119.9004,69.32367149758454,0.7637010735662386,0.5558214960716863,120.8545,123.52193697207636,118.18706302792366,1.0357142857142836,118.34975567864124,3.158805153228513,bull,0,0,0,0,0,0,0,83.32331848144531,-0.9003649009889341,0.4351356628307855
2005-07-19,122.71,123.11,122.41,123.02,59514500,0.0054760931753168,122.71,121.85,120.9355,120.019,68.0503144654088,0.8165983955964435,0.6079768759766377,120.9355,123.76608093349272,118.10491906650728,1.0121428571428563,118.41684857118608,3.139867279224094,bull,0,0,1,0,0,0,0,91.01393127441406,0.4931848337417953,0.8699245483184607
2005-07-20,122.59,123.73,122.3,123.44,69608800,0.0034140790115428,122.912,122.246,121.03400000000002,120.1314,72.42236024844729,0.8822404752999091,0.662829595841292,121.03400000000002,124.07237491189996,117.99562508810008,1.068571428571428,118.49985617276664,3.128231120121642,bull,0,0,1,0,0,1,0,96.5851058959961,0.9915169854177968,-0.1299771811819468
2005-07-21,123.55,123.61,122.47,122.72,100793200,-0.0058327932598832,122.874,122.523,121.0915,120.2538,71.79802955665026,0.8661795351781336,0.7034995837086604,121.0915,124.21492103267688,117.96807896732312,1.0521428571428575,118.59847650501555,3.109196858373448,bull,0,0,0,0,1,1,0,99.4843521118164,0.733576139063968,-0.6796072749728346
2005-07-22,122.88,123.56,122.63,123.54,55934700,0.0066818774445893,123.01399999999998,122.745,121.2755,120.37980000000002,73.34109429569273,0.9091382910921056,0.7446273251853495,121.2755,124.52450940368956,118.02649059631044,1.0742857142857158,118.66174015116984,3.1339421613394216,bull,0,0,1,0,0,0,0,99.3763656616211,0.7489961992162896,-0.6625742928604703
2005-07-25,123.41,123.95,122.85,123.19,57598900,-0.002833090497005,123.182,122.87,121.486,120.5246,66.91729323308272,0.9045146577928732,0.7766047917068544,121.486,124.65330268774386,118.31869731225612,1.04857142857143,118.72066107133996,3.137000254647313,bull,0,0,1,0,0,0,0,82.2900390625,-0.9735899603098823,0.2283037213533802
2005-07-26,123.23,123.53,122.37,123.34,42852600,0.0012176313012419,123.246,122.978,121.6955,120.677,77.10674157303363,0.902550105688988,0.8017938545032811,121.6955,124.76500004500993,118.62599995499008,1.0428571428571434,118.76495018560196,3.1288685946220194,bull,0,0,1,0,0,0,0,72.70057678222656,0.2369709945832713,-0.9715167253970541
2005-07-27,123.5,123.89,123.05,123.79,45263500,0.0036484514350576,123.316,123.114,121.8775,120.8168,77.0422535211267,0.926622891297754,0.8267596618621758,121.8775,124.99247486684128,118.76252513315876,0.9821428571428582,118.81532952177346,3.116565961732125,bull,0,0,1,0,0,0,0,62.265907287597656,0.6304481066305134,0.7762313990338195
2005-07-28,123.99,124.64,123.64,124.57,48448900,0.0063009936182243,123.686,123.28,122.1145,120.9566,74.96159754224263,0.9971457530562162,0.8608368801009839,122.1145,125.29415555896932,118.93484444103068,0.9392857142857156,118.87642831753536,3.1212728639438736,bull,0,0,1,0,0,0,0,51.58980941772461,-0.9998259411316471,-0.01865710160277112
2005-07-29,124.41,124.63,123.5,123.74,62448200,-0.0066629204463354,123.726,123.37,122.3425,121.0556,63.39285714285709,0.9748243968492432,0.8836343834506358,122.3425,125.2809842136184,119.4040157863816,0.9635714285714302,118.94208825265504,3.126721415034744,bull,0,0,1,0,0,0,0,41.1718864440918,0.616676692612138,-0.7872165247179169
2005-08-01,123.83,124.04,123.45,123.65,42941100,-0.0007273315015353,123.818,123.5,122.54850000000002,121.1428,60.70878274268106,0.9390475576916516,0.8947170182988391,122.54850000000002,125.2225647159827,119.87443528401734,0.9350000000000024,118.98539081856158,3.118537200504414,bull,0,0,0,0,0,0,0,15.0310697555542,-0.05658221229258964,-0.9983979433332564
2005-08-02,123.87,124.6,123.74,124.39,46243800,0.0059846340477152,124.028,123.637,122.7435,121.2482,63.88101983002831,0.9593472129648576,0.9076430572320427,122.7435,125.35354758980618,120.1334524101938,0.9650000000000014,119.0383997841716,3.1035429141716566,bull,0,0,1,0,0,0,0,8.859487533569336,0.951024455622473,-0.3091156495682142
2005-08-03,124.25,124.74,124.12,124.72,37199000,0.0026529463783262,124.214,123.765,123.00549999999998,121.347,63.09696092619395,0.9906435558374228,0.9242431569531188,123.00549999999998,125.26460531894946,120.7463946810505,0.9371428571428584,119.08287524251348,3.1133300049925112,bull,0,0,1,0,0,0,0,4.254493236541748,0.7865740500302693,0.6174959625932621
2005-08-04,124.23,124.31,123.57,123.72,51044800,-0.0080179602309172,124.044,123.865,123.194,121.4314,55.61224489795916,0.9241020175656444,0.924214929075624,123.194,124.9535262520291,121.4344737479709,0.970714285714287,119.13215614256484,3.1184936858820858,bull,0,0,0,1,0,0,0,1.3334084749221802,0.2799223828794102,0.9600226349222777
2005-08-05,123.45,123.98,122.67,122.88,53712900,-0.0067895247332686,123.872,123.799,123.272,121.5008,53.235653235653245,0.7944287096026699,0.8982576851810332,123.272,124.80553530325078,121.73846469674923,1.007857142857144,119.17360463029544,3.112462006079028,bull,0,0,0,1,0,0,0,0.17336338758468628,0.03687867543610687,0.9993197502791978
2005-08-08,123.17,123.41,122.38,122.65,48241900,-0.0018717447916666,123.672,123.745,123.30749999999998,121.5528,47.612903225806505,0.6654319160749651,0.8516925313598196,123.30749999999998,124.74080130523193,121.87419869476804,1.0271428571428578,119.20779546288888,3.1296249043123248,bull,0,0,0,1,0,0,0,7.374692440032959,0.9999986201451501,0.0016612368271687668
2005-08-09,123.06,123.59,122.87,123.39,47524300,0.006033428454953,123.472,123.75,123.364,121.6156,49.69021065675342,0.6158141215324662,0.804516849394349,123.364,124.70986149283476,122.01813850716523,0.9921428571428572,119.24792734711129,3.127756653992395,bull,0,0,0,1,0,0,0,13.149613380432129,0.3369829563996968,-0.9415107472016027
2005-08-10,123.82,124.5,122.82,123.33,73118700,-0.00048626306832,123.194,123.704,123.40900000000002,121.6926,54.11605937921728,0.5651356315458003,0.7566406058246393,123.40900000000002,124.68155896358095,122.13644103641909,1.030714285714286,119.30731727458918,3.153413449245717,bull,0,0,0,0,0,1,0,20.4095458984375,-0.9324033992180176,-0.3614192871536963
2005-08-11,123.27,124.03,123.01,123.82,58888000,0.0039730803535229,123.21399999999998,123.629,123.45449999999998,121.759,51.977401129943416,0.5580782888890496,0.7169281424375215,123.45449999999998,124.71697001006616,122.1920299899338,1.037142857142857,119.35958167824124,3.1400892675999184,bull,0,0,1,0,0,0,0,28.96721839904785,-0.1194587425481882,0.9928391656400375
2005-08-12,123.57,123.69,122.75,123.06,54814600,-0.0061379421741236,123.25,123.561,123.46550000000002,121.805,49.13217623497999,0.485562384654969,0.670654990881011,123.46550000000002,124.70911908197542,122.22188091802462,1.0349999999999986,119.39904872157564,3.1384850803366486,bull,0,0,0,1,0,0,0,38.58395767211914,0.9374234960030213,-0.34819131112288476
2005-08-15,123.22,123.87,122.83,123.82,36229300,0.006175849179262,123.484,123.578,123.539,121.8784,52.96296296296292,0.4838412359284945,0.6332922398905076,123.539,124.67404741380246,122.40395258619752,1.0264285714285708,119.42999528656416,3.1389748009937635,bull,0,0,1,0,0,0,0,70.31729888916016,0.6789591003257003,-0.7341760961001902
2005-08-16,123.44,123.52,122.09,122.21,72272600,-0.0130027459214989,123.248,123.36,123.4985,121.9218,41.46868250539944,0.3485458489099926,0.5763429616944046,123.4985,124.76205013646832,122.23494986353168,1.0899999999999983,119.46828070913512,3.1489306879670185,bull,0,0,0,1,0,1,0,80.22409057617188,-0.9781884537276836,-0.2077193996569495
2005-08-17,122.19,122.87,122.03,122.2,62513800,-8.182636445452918e-05,123.022,123.108,123.4365,121.9632,36.042402826855074,0.237775436301078,0.5086294566157393,123.4365,124.827406936234,122.045593063766,1.0785714285714272,119.5004382916187,3.1301229508196724,bull,0,0,0,1,0,0,0,88.7436294555664,0.03268237194592325,0.9994657885910795
2005-08-18,122.05,122.56,121.84,122.19,53546300,-8.183306055653539e-05,122.696,122.955,123.41,122.0088,39.89569752281611,0.1474820881168739,0.4363999829159662,123.41,124.87652471402389,121.94347528597612,1.049285714285713,119.5272871133127,3.145740545271992,bull,0,0,0,1,0,0,0,95.19367218017578,0.9863009110198235,0.16495609392037072
2005-08-19,122.63,122.82,122.2,122.47,39955800,0.0022915132171208,122.578,122.91400000000002,123.3565,122.0486,42.493638676844704,0.0973949111849066,0.3685989685697543,123.3565,124.88001774383832,121.8329822561617,1.0521428571428555,119.54904511124658,3.1548171045852653,bull,0,0,0,1,0,0,0,98.99661254882812,0.8000310495608497,-0.5999585983537241
2005-08-22,122.58,123.23,121.88,122.47,69950100,0.0,122.308,122.896,123.3205,122.094,36.51685393258419,0.0570429074782623,0.3062877563514559,123.3205,124.89379657257106,121.74720342742891,1.0807142857142853,119.58637174465603,3.1531925849639544,bull,0,0,0,0,0,1,0,92.61662292480469,0.7557223672434503,0.6548921313070998
2005-08-23,122.5,122.61,121.15,122.24,56763000,-0.0018780109414551,122.314,122.781,123.2655,122.1272,32.33618233618223,0.0064304497881266,0.2463162950387901,123.2655,124.91117023620058,121.61982976379944,1.1407142857142856,119.6136069524139,3.1562096565969533,bull,0,0,0,1,0,0,0,85.41812133789062,-0.6248114274071767,0.7807756913361267
2005-08-24,121.94,122.73,121.09,121.15,79139600,-0.0089168848167537,122.104,122.563,123.1335,122.133,31.92686357243313,-0.1202480335849287,0.1730034293140463,123.1335,125.00943373241746,121.25756626758252,1.1757142857142853,119.63528154962896,3.146753246753247,volatile,0,0,0,1,0,1,0,76.61551666259766,-0.5594702063847409,-0.8288504618855053
2005-08-25,121.35,121.67,121.21,121.59,35647400,0.003631861328931,121.984,122.34,122.9845,122.143,40.38748137108792,-0.1830274945343575,0.1017972445443655,122.9845,124.85339750782045,121.11560249217956,1.119285714285713,119.64762441300633,3.150979579143775,volatile,0,0,0,1,0,0,0,66.83537292480469,0.9965081615925565,-0.0834954123256082
2005-08-26,121.48,121.49,120.68,120.76,61962500,-0.0068262192614524,121.642,122.11,122.8355,122.1302,37.07250341997256,-0.2963387246852136,0.0221700506984497,122.8355,124.914178476948,120.756821523052,1.1107142857142844,119.65970098036732,3.139895800493372,volatile,0,0,0,1,0,0,0,56.63364791870117,-0.4936328509748448,0.8696704021860504
2005-08-29,120.476,121.78,120.38,121.69,56204000,0.007701225571381,121.48600000000002,121.897,122.7375,122.1368,38.666666666666586,-0.3075502158326486,-0.0437740026077699,122.7375,124.83917727504048,120.63582272495952,1.143571428571428,119.6794995821264,3.139576883384933,volatile,0,0,0,0,0,0,0,27.659452438354492,-0.38757722069798894,0.9218372405126745
2005-08-30,121.25,121.3,120.39,121.05,74325000,-0.0052592653463718,121.248,121.781,122.5705,122.12980000000002,35.891089108910805,-0.3638834329329654,-0.107795888672809,122.5705,124.64997842650898,120.491021573491,1.11642857142857,119.69694802545862,3.134386328327292,volatile,0,0,0,1,0,1,0,19.557573318481445,-0.8519666707062844,-0.5235960198527579
2005-08-31,121.19,122.66,120.74,122.58,103020300,0.0126394052044609,121.53400000000002,121.819,122.4635,122.152,43.20175438596491,-0.2818210425365492,-0.142600919445557,122.4635,124.2810087055465,120.6459912944535,1.1807142857142847,119.7469423629336,3.1446895844022578,bull,0,0,1,0,1,1,0,12.623039245605469,0.4401370669561993,-0.8979305999303031
2005-09-01,122.51,123.15,121.93,122.49,74583200,-0.000734214390602,121.71399999999998,121.849,122.402,122.1704,46.62721893491119,-0.2214949982939345,-0.1583797352152325,122.402,124.12106461713782,120.68293538286218,1.1914285714285708,119.78095209675864,3.147225077081192,bull,0,0,1,0,0,1,0,7.049503803253174,0.9974910055357921,0.0707933180123272
2005-09-02,122.85,122.88,122.04,122.27,47658500,-0.0017960649848967,122.016,121.829,122.3715,122.21859999999998,40.202275600505686,-0.189256701542078,-0.1645551284806016,122.3715,124.07644358604011,120.66655641395988,1.1771428571428555,119.80051682088984,3.153727108589115,bull,0,0,1,0,0,0,0,3.010401964187622,0.5976221649064949,0.8017778670008758
2005-09-06,122.66,123.8,122.65,123.7,57258600,0.0116954281508139,122.418,121.952,122.424,122.31300000000002,59.63777490297549,-0.0477679311348708,-0.1411976890114555,122.424,124.22690292233634,120.62109707766368,1.162857142857142,119.83699774167854,3.1443823080833755,bull,0,0,1,0,0,0,0,4.596226215362549,0.8293551967987998,0.5587217174433299
2005-09-07,123.63,124.13,123.46,123.91,41772100,0.0016976556184316,122.99,122.119,122.45,122.4082,60.78184110970994,0.0803815947526374,-0.0968818322586369,122.45,124.32511122477138,120.57488877522864,1.1507142857142847,119.86460765053044,3.1442056383059707,bull,0,0,1,0,0,0,0,9.625429153442383,0.8882685062294565,-0.4593245702560337
2005-09-08,123.66,124.0,123.31,123.5,39074300,-0.0033088531999031,123.174,122.354,122.4585,122.4752,57.86314525810327,0.1471610626730211,-0.0480732532723053,122.4585,124.35185986514657,120.56514013485344,1.1485714285714277,119.8875142887906,3.134517766497462,bull,0,0,1,0,0,0,0,16.380273818969727,-0.33696035918191897,-0.9415188348301866
2005-09-09,123.83,124.74,123.8,124.6,44113400,0.0089068825910931,123.596,122.655,122.49750000000002,122.5706,61.63934426229509,0.2855533972240494,0.0186520768269656,122.49750000000002,124.5355473110568,120.45945268894324,1.192142857142856,119.92080024059344,3.1449557030717585,bull,0,0,1,0,0,0,0,24.679698944091797,-0.8583335200059312,0.5130921636842914
2005-09-12,124.45,124.67,124.27,124.35,33029700,-0.0020064205457464,124.012,123.01399999999998,122.56199999999998,122.674,60.0,0.370783250251506,0.0890783115118737,122.56199999999998,124.75105987992453,120.37294012007544,1.124285714285713,119.94410150661786,3.1298766675056635,bull,0,0,1,0,0,0,0,55.87246322631836,-0.6274092049558335,0.7786897261019237
2005-09-13,124.11,124.42,123.52,123.66,58479400,-0.0055488540410132,124.004,123.211,122.554,122.7566,57.2008113590264,0.3782905909396703,0.146920767397433,122.554,124.72479563391192,120.3832043660881,1.084285714285714,119.97839327831548,3.120363361090083,bull,0,0,0,0,0,0,0,66.92858123779297,0.9946564066381592,-0.10324065446162557
2005-09-14,123.75,123.92,123.02,123.21,55196700,-0.0036390101892285,123.864,123.42699999999998,122.604,122.811,61.17136659436004,0.3439639707843724,0.1863294080748209,122.604,124.78746320760114,120.42053679239886,1.0314285714285714,120.0062986818581,3.144716692189893,bull,0,0,0,1,0,0,0,77.35513305664062,-0.682455510884431,-0.7309271343051031
2005-09-15,123.51,123.65,122.9,123.15,73656500,-0.0004869734599463,123.794,123.484,122.65149999999998,122.8844,58.82352941176474,0.3083637530469332,0.2107362770692434,122.65149999999998,124.83928691351508,120.4637130864849,1.047857142857143,120.042111068026,3.1447906026557715,bull,0,0,0,1,0,1,0,86.47107696533203,-0.435730317355196,0.9000772692038946
2005-09-16,123.205,123.74,122.87,123.5,75436000,0.0028420625253755,123.574,123.585,122.717,122.9554,66.38755980861247,0.3048779556395544,0.2295646127833056,122.717,124.92495785619596,120.50904214380408,1.0449999999999997,120.08198903477606,3.134517766497462,bull,0,0,0,1,0,1,0,93.60884094238281,0.8761775899672156,0.4819884135943952
2005-09-19,123.47,123.55,122.64,123.09,53376100,-0.0033198380566801,123.322,123.667,122.748,122.9908,58.928571428571495,0.2659659724213554,0.2368448847109156,122.748,124.95876409748698,120.53723590251305,1.0099999999999991,120.10633573490192,3.14888718342287,bull,0,0,0,1,0,0,0,98.80917358398438,0.8233160529932694,-0.5675831893948093
2005-09-20,123.21,123.61,121.87,122.05,85005000,-0.0084491022828825,123.0,123.502,122.727,122.993,56.06796116504856,0.149485461667254,0.2193730001021833,122.727,124.95678025823186,120.49721974176816,1.0414285714285705,120.13107103722352,3.1351143077318264,volatile,0,0,0,1,0,1,0,94.97856903076172,0.9777209814049578,0.20990874808003146
2005-09-21,121.79,121.87,120.78,120.91,94516500,-0.0093404342482589,122.54,123.202,122.6605,122.96599999999998,39.36305732484073,-0.034417906720364,0.1686148187376738,122.6605,125.02659805375866,120.29440194624134,0.9949999999999984,120.1419391654054,3.1405194805194805,volatile,0,0,0,1,1,1,0,88.91104125976562,0.06825578657080603,0.9976678543481295
2005-09-22,120.95,121.66,120.44,121.34,84605100,0.0035563642378628,122.178,122.98600000000002,122.67,122.9442,42.97924297924302,-0.1438075211924712,0.1061303507516448,122.67,125.01196498692882,120.32803501307116,0.9949999999999984,120.15671779434896,3.140269151138716,volatile,0,0,0,1,0,1,0,81.14540100097656,-0.9999127097517957,-0.013212602954043
2005-09-23,121.24,121.89,120.9,121.44,59369900,0.0008241305422778,121.766,122.67,122.6625,122.9148,44.85749690210657,-0.2198955949675678,0.0409251616078023,122.6625,125.01993727940244,120.30506272059756,1.005714285714285,120.16773075474585,3.133935483870968,volatile,0,0,0,1,0,0,0,72.22885131835938,0.33312624600089846,-0.9428822324263773
2005-09-26,122.0,122.24,121.08,121.58,70426300,0.0011528326745717,121.46399999999998,122.393,122.7035,122.88960000000002,34.36578171091436,-0.2658347343074041,-0.0204268175752389,122.7035,124.94740894833582,120.45959105166416,0.9792857142857128,120.1819628607202,3.1367389060887514,volatile,0,0,0,0,0,0,0,43.15216827392578,0.2407744355552867,-0.9705810997454222
2005-09-27,121.52,121.99,121.02,121.55,66156600,-0.0002467511103799,121.364,122.182,122.6965,122.87359999999998,32.12121212121207,-0.3011906442254144,-0.076579582905274,122.6965,124.95455016027462,120.43844983972537,1.000714285714284,120.19479195343698,3.143263511766227,volatile,0,0,0,0,0,0,0,33.85836410522461,0.7961821225267451,0.6050570450534454
2005-09-28,121.91,122.12,121.2,121.67,58709400,0.0009872480460715,121.516,122.02800000000002,122.7275,122.8466,35.499207606973044,-0.3158861218623201,-0.1244408906966832,122.7275,124.90599658444113,120.5490034155589,1.0171428571428558,120.20696744518692,3.1455532574974145,volatile,0,0,0,0,0,0,0,25.224224090576172,-0.7932649389465911,0.6088766185673918
2005-09-29,121.55,122.86,121.08,122.66,66646800,0.0081367633763458,121.78,121.979,122.7315,122.831,34.35483870967742,-0.2448254718984941,-0.1485178069370454,122.7315,124.90914986794688,120.55385013205316,1.0557142857142847,120.22973718873696,3.129081632653061,volatile,0,0,1,0,0,0,0,17.49008560180664,-0.5478771384804223,-0.836558809128506
2005-09-30,122.62,123.04,122.45,123.04,47827600,0.0030979944562206,122.1,121.933,122.759,122.8374,39.65244865718808,-0.1560477493126058,-0.1500237954121575,122.759,124.93769975709812,120.58030024290184,1.0692857142857133,120.24833311046784,3.1180942726811964,bull,0,0,1,0,0,0,0,10.891440391540527,0.7339970389668408,-0.6791526682476555
2005-10-03,122.96,123.34,122.45,122.6,51017300,-0.0035760728218466,122.304,121.884,122.7755,122.8186,41.28289473684211,-0.1198139467246619,-0.1439818256746584,122.7755,124.94357918868788,120.6074208113121,1.0685714285714272,120.26481590253312,3.099089989888776,volatile,0,0,1,0,0,0,0,0.19388751685619354,0.0412423188781818,0.9991491736140057
2005-10-04,122.79,123.03,121.16,121.22,60784700,-0.0112561174551386,122.238,121.801,122.6515,122.7792,35.805991440798906,-0.2001457088369562,-0.1552146023071179,122.6515,124.87978964383956,120.42321035616044,1.1378571428571411,120.27272646178724,3.084478371501272,volatile,0,0,0,1,0,0,0,0.3210742175579071,0.0682627827416898,0.9976673756780667
2005-10-05,121.29,121.31,119.57,119.63,106066000,-0.0131166474179178,121.83,121.673,122.4375,122.705,29.391100702576097,-0.3876404431547087,-0.2016997704766361,122.4375,124.95960334109417,119.91539665890583,1.2085714285714275,120.26357064559753,3.086429308565532,volatile,0,0,0,1,1,1,0,2.506990671157837,0.5084810144341001,0.8610732012785374
2005-10-06,119.63,120.26,118.17,119.2,141217400,-0.0035944161163586,121.138,121.459,122.2225,122.6132,25.05800464037129,-0.564422466416147,-0.2742443096645383,122.2225,125.07474842056789,119.37025157943212,1.2957142857142858,120.24377409970472,3.116339869281046,volatile,0,0,0,1,1,1,1,6.76430606842041,0.9913617439731601,0.13115598570593132
2005-10-07,119.7,120.05,119.13,119.61,75664400,0.0034395973154361,120.452,121.276,121.973,122.514,29.81438515081209,-0.6637881830293395,-0.3521530843374986,121.973,124.822576884566,119.123423115434,1.296428571428572,120.237515874651,3.1197183098591545,volatile,0,0,0,1,0,0,0,13.007291793823242,0.3653351043893505,-0.9308760720422576
2005-10-10,119.68,119.71,118.3,118.6,52680400,-0.0084441100242455,119.652,120.978,121.6855,122.4112,29.918509895227032,-0.8146440785749576,-0.4446512831849904,121.6855,124.6817887570776,118.6892112429224,1.2728571428571434,120.22633478544716,3.1104117492787826,volatile,0,0,0,1,0,0,0,41.227657318115234,0.6072919624956853,-0.7944787425023649
2005-10-11,118.99,119.39,118.32,118.43,75645600,-0.0014333895446879,119.094,120.66599999999998,121.424,122.3068,33.727034120734984,-0.9371135798876082,-0.543143742525514,121.424,124.6020921122089,118.24590788779112,1.25857142857143,120.20889331467689,3.121507643647865,volatile,0,0,0,1,0,0,0,52.487361907958984,-0.9851901759643226,0.17146520691786782
2005-10-12,118.39,119.13,117.41,117.5,100525800,-0.0078527400151988,118.66799999999998,120.24899999999998,121.1385,122.169,26.35467980295566,-1.0965741455327134,-0.6538298231269539,121.1385,124.64950690310974,117.62749309689023,1.2942857142857156,120.17438579475656,3.1344199322431776,volatile,0,0,0,1,0,1,0,63.79230880737305,0.8451829225375828,0.5344771533478586
2005-10-13,117.5,118.08,116.88,117.43,99076100,-0.0005957446808509,118.314,119.726,120.8525,122.0232,25.21631644004951,-1.2145951112599676,-0.7659828807535567,120.8525,124.59767162841916,117.10732837158086,1.3092857142857162,120.14035753068347,3.1082583377448385,volatile,0,0,0,1,0,1,0,74.51188659667969,-0.14563114589114198,-0.9893389557408688
2005-10-14,118.12,118.81,117.56,118.67,88659200,0.0105594822447414,118.126,119.28900000000002,120.611,121.9222,34.16757344940153,-1.194302761202863,-0.851646856843418,120.611,124.259001038781,116.962998961219,1.3250000000000015,120.12422211045325,3.1179716237519703,volatile,0,0,0,0,0,0,0,83.99649810791016,-0.8290311875614517,0.5592023694964544
