date,open,high,low,close,volume,return,sma_5,sma_10,sma_20,sma_50,rsi_14,macd,macd_signal,bb_mid,bb_upper,bb_lower,atr_14,vwap,rel_strength_qqq,regime,vol_spike,extreme_return,trend_up,trend_down,in_play_150,in_play_120,in_play_200
2017-05-11,239.35,239.57,238.13,239.38,62358346,-0.0020427731687997497,239.60999999999999,239.08200000000002,237.39299999999997,236.5876,79.17174177831905,1.161435228330106,0.9954695743495368,237.39299999999997,242.15229716175392,232.63370283824602,1.2333705357142841,138.68949177797086,1.7310000723118086,bull,0,0,0,0,0,0,0
2017-05-12,239.09,239.4273125,238.67,238.98,53912730,-0.0016709833737154067,239.46599999999998,239.17200000000003,237.71650000000005,236.6018,65.00829187396346,1.0946112839128546,1.0152979162622002,237.71650000000005,241.9261044319961,233.506895568004,1.0840937499999999,138.70092102623778,1.7242424242424241,bull,0,0,0,1,0,0,0
2017-05-15,239.47,240.44,239.45,240.3,61918937,0.005523474767763048,239.594,239.33399999999997,238.003,236.6394,64.65661641541033,1.135081284339094,1.0392545898775791,238.003,242.08907442549986,233.9169255745001,1.0612366071428576,138.7142170852667,1.7282796317606446,bull,0,0,1,0,0,0,0
2017-05-16,240.64,240.67,239.63,240.08,51241791,-0.0009155222638368432,239.72200000000004,239.465,238.31349999999998,236.68679999999998,63.90728476821193,1.1363032928286714,1.0586643304677976,238.31349999999998,242.00160477648132,234.62539522351864,1.0512366071428565,138.72519395017326,1.719524423435038,bull,0,0,1,0,0,0,0
2017-05-17,238.1,238.64,235.75,235.82,172174107,-0.01774408530489846,238.91199999999998,239.19899999999998,238.43250000000003,236.6632,36.2376237623763,0.7844823217840258,1.0038279287310434,238.43250000000003,241.57116800447344,235.29383199552663,1.2912366071428576,138.76050970433272,1.7330785625045932,volatile,0,1,0,1,1,1,1
2017-05-18,235.73,237.75,235.43,236.77,107047656,0.004028496310745533,238.39000000000001,239.0,238.504,236.6674,43.779677113010486,0.575682617156076,0.9181988664160501,238.504,241.40196589282718,235.6060341071728,1.3855223214285712,138.78266878501063,1.7249745009471078,bull,0,0,0,1,0,1,0
2017-05-19,237.33,239.08,237.27,238.31,115011373,0.006504202390505531,238.256,238.86099999999996,238.69,236.69639999999998,48.38709677419354,0.5283816221665631,0.8402354175661527,238.69,240.93395327847762,236.44604672152238,1.4726651785714304,138.8068392002076,1.7288885664538596,bull,0,0,0,0,1,1,0
2017-05-22,238.9,239.71,238.82,239.52,61010602,0.0050774201670094055,238.1,238.84700000000004,238.80749999999998,236.733,52.9785544082605,0.5818252115945484,0.7885533763718319,238.80749999999998,240.96059691281906,236.6544030871809,1.5240937500000038,138.81981208481574,1.7231654676258994,bull,0,0,1,0,0,0,0
2017-05-23,239.95,240.24,239.51,240.05,48341683,0.0022127588510354457,238.094,238.908,238.8825,236.77779999999998,56.118472330475505,0.6593456852307895,0.7627118381436234,238.8825,241.10132733376076,236.66367266623922,1.4921294642857188,138.83014285034895,1.7252407646974273,bull,0,0,1,0,0,0,0
2017-05-24,240.32,240.73,239.93,240.61,49181099,0.002332847323474274,239.05200000000005,238.98200000000003,238.99300000000002,236.852,57.055682684973355,0.7572395527779463,0.761617381070488,238.99300000000002,241.3277453372212,236.65825466277886,1.467665178571431,138.84070897364109,1.7213478323079126,bull,0,0,1,0,0,0,0
2017-05-25,241.2,242.08,240.96,241.76,64071661,0.004779518723244891,240.05,239.21999999999997,239.15099999999998,236.9082,57.732732732732714,0.9170454085168274,0.7927029865597559,239.15099999999998,241.7825886737048,236.51941132629517,1.498379464285717,138.85462642282303,1.714974817337022,bull,0,0,1,0,0,0,0
2017-05-26,241.54,241.9,241.45,241.71,46629905,-0.00020681667769684164,240.73000000000002,239.493,239.33249999999998,236.97279999999998,57.68942235558892,1.027810162631141,0.839724421774033,239.33249999999998,242.14740674804756,236.5175932519524,1.4769508928571469,138.86474794085328,1.7115847613652457,bull,0,0,1,0,0,0,0
2017-05-30,241.34,241.79,241.16,241.5,35201897,-0.0008688097306690512,241.12600000000003,239.613,239.47349999999997,237.06220000000002,57.732732732732714,1.0861265920639482,0.889004855832016,239.47349999999997,242.42975136033243,236.5172486396675,1.439808035714289,138.87237196908507,1.7086458185934625,bull,0,0,1,0,0,0,0
2017-05-31,241.84,241.88,240.64,241.44,91796016,-0.0002484472049689712,241.404,239.74899999999997,239.60700000000003,237.15560000000002,56.061776061776015,1.1146522664963072,0.9341343379648743,239.60700000000003,242.6687511329638,236.54524886703626,1.4769508928571469,138.89223620672294,1.7088258192370303,bull,0,0,1,0,0,1,0
2017-06-01,241.97,243.38,241.64,243.36,68962024,0.007952286282306265,241.954,240.50300000000001,239.85099999999997,237.3482,63.83866481223923,1.2774612448521907,1.0027997193423377,239.85099999999997,243.28924251313853,236.4127574868614,1.4912366071428604,138.9074335219436,1.715736040609137,bull,0,0,1,0,0,0,0
2017-06-02,243.42,244.35,243.08,244.17,88666128,0.003328402366863825,242.436,241.24300000000002,240.12150000000003,237.546,67.54563894523324,1.4550755584375565,1.0932548871613814,240.12150000000003,244.01892843696456,236.2240715630355,1.527857142857144,138.927118051935,1.7020075282308655,bull,0,0,1,0,0,1,0
