date,open,high,low,close,volume,days_since_new_moon,moon_phase,moon_phase_sin,moon_phase_cos,is_full_moon
2006-01-18,127.25,128.23,127.16,127.82,75147100,18.736438419999985,0.6344756154161686,-0.7479281080904485,-0.6637797414265086,0
2006-01-19,128.09,128.77,127.81,128.31,78077700,19.736438419999985,0.6683388076191704,-0.8712306957069397,-0.49087378709603313,0
2006-01-20,128.05,128.31,125.97,125.97,115316800,20.736438419999985,0.7022019998221724,-0.9552407814249552,-0.2958294263636416,0
2006-01-23,126.27,126.82,126.13,126.42,67103700,23.736438419999985,0.803791576431178,-0.9434255756364827,0.33158435312145135,0
2006-01-24,126.66,127.15,126.42,126.55,53016400,24.736438419999985,0.8376547686341799,-0.8521316627804599,0.5233274589461252,0
2006-01-25,127.04,127.18,125.84,126.66,87798900,25.736438419999985,0.8715179608371818,-0.7224066143566245,0.691468497860748,0
2006-01-26,127.28,127.67,126.76,127.36,71370600,26.736438419999985,0.9053811530401837,-0.560101029679934,0.8284243094884877,0
2006-01-27,127.555,128.66,127.45,128.54,65794700,27.736438419999985,0.9392443452431856,-0.3725348901576872,0.928018187114455,0
2006-01-30,128.48,128.81,128.35,128.44,33715200,1.2058497499999845,0.04083392185219126,0.25376152131969054,0.9672668144299775,0
2006-01-31,128.32,128.54,127.49,127.5,73151200,2.2058497499999845,0.07469711405519315,0.4522940143584316,0.8918688942751253,0
2006-02-01,127.99,128.43,127.72,128.39,63565400,3.2058497499999845,0.10856030625819504,0.6304280486359971,0.7762476895250697,0
2006-02-02,128.04,128.14,126.8,126.9,83628600,4.2058497499999845,0.14242349846119692,0.7801297797131079,0.6256177161851939,0
2006-02-03,127.22,128.39,126.14,126.27,86044200,5.2058497499999845,0.17628669066419883,0.8946476599439593,0.4467723856247133,0
2006-02-06,126.44,126.8,126.17,126.6,45515500,8.205849749999985,0.27787626727320447,0.9847001061429215,-0.17425757074548937,0
2006-02-07,126.3,126.66,125.4,125.48,71230800,9.205849749999985,0.3117394594762064,0.9256976746660774,-0.3782642133718402,0
2006-02-08,125.88,126.78,125.6,126.62,59427600,10.205849749999985,0.3456026516792083,0.8249462806946116,-0.5652111410509589,0
2006-02-09,126.85,127.6,126.37,126.41,62025800,11.205849749999985,0.37946584388221016,0.6869898118100854,-0.7266670478762219,0
2006-02-10,126.42,127.13,125.45,126.64,64509900,12.205849749999985,0.41332903608521204,0.5180501043668229,-0.8553502729090134,0
2006-02-13,126.57,126.79,125.95,126.41,52318300,15.205849749999985,0.5149186126942177,-0.09359919899704325,-0.9956099587424342,1
2006-02-14,126.46,128.03,126.19,127.75,90995300,16.205849749999985,0.5487818048972196,-0.30172848845030914,-0.9533938951228353,0
2006-02-15,127.68,128.32,127.24,128.2,85473500,17.205849749999985,0.5826449971002216,-0.49624982393262507,-0.8681797695447865,0
2006-02-16,128.2,129.21,128.18,129.16,61035500,18.205849749999985,0.6165081893032234,-0.6683902937669861,-0.743810738829497,0
2006-02-17,129.09,129.16,128.58,128.81,40345900,19.205849749999985,0.6503713815062253,-0.8103863632534548,-0.5858958459085024,0
