date,open,high,low,close,volume,days_since_new_moon,moon_phase,moon_phase_sin,moon_phase_cos,is_full_moon
2005-04-15,115.74,116.2,114.1,114.15,134065900,6.511736449999987,0.22050818298164276,0.9828805523673483,0.18424391381550842,0
2005-04-18,114.12,114.96,113.96,114.5,100318700,9.511736449999987,0.32209775959064846,0.8991365872155014,-0.4376681362978814,0
2005-04-19,115.1,115.71,114.83,115.41,68402200,10.511736449999987,0.35596095179365034,0.7864399985441173,-0.6176666808966863,0
2005-04-20,115.4,115.63,113.55,113.8,114839500,11.511736449999987,0.3898241439966522,0.6382749681751423,-0.7698084599437844,0
2005-04-21,114.79,116.21,114.38,116.01,87467500,12.511736449999987,0.4236873361996541,0.461323738556815,-0.8872318796368642,0
2005-04-22,115.74,116.5,114.27,115.57,89839500,13.511736449999987,0.457550528402656,0.26356680964164697,-0.9646411440817378,0
2005-04-25,115.86,116.5,115.72,116.33,52365600,16.511736449999987,0.5591401050116617,-0.36309573378845883,-0.9317518382620024,0
2005-04-26,115.96,116.77,115.15,115.2,75364600,17.511736449999987,0.5930032972146636,-0.5516631501219049,-0.8340670049807609,0
2005-04-27,114.86,116.07,114.44,115.65,85186600,18.511736449999987,0.6268664894176654,-0.7153505599538632,-0.6987657521470944,0
2005-04-28,115.27,115.68,114.2,114.2,74269500,19.511736449999987,0.6607296816206674,-0.8467756615664629,-0.5319501658789845,0
2005-04-29,115.07,115.87,113.97,115.75,104285600,20.511736449999987,0.6945928738236692,-0.9400111832507672,-0.3411436286426769,0
2005-05-02,116.07,116.41,115.52,116.4,56060700,23.511736449999987,0.7961824504326749,-0.958194421764536,0.28611789545452554,0
2005-05-03,116.07,116.85,115.69,116.6,86914900,24.511736449999987,0.8300456426356768,-0.8761684861436982,0.48200496251455727,0
2005-05-04,116.65,117.75,116.28,117.5,82487900,25.511736449999987,0.8639088348386788,-0.7546273542897297,0.6561536071360752,0
2005-05-05,117.67,118.0,116.74,117.46,97323300,26.511736449999987,0.8977720270416806,-0.5990525309035645,0.8007097259419508,0
2005-05-06,117.93,117.99,117.06,117.09,69603700,27.511736449999987,0.9316352192446825,-0.4164604400774396,0.9091538383851795,0
2005-05-09,117.21,118.08,117.05,117.82,43976700,0.9811477799999864,0.033224795853688156,0.20724458391142278,0.9782891609536423,0
2005-05-10,117.36,117.5,116.39,116.6,75034400,1.9811477799999864,0.06708798805669004,0.4091535894838311,0.9124655282324349,0
2005-05-11,116.93,117.4,115.85,117.24,92041300,2.9811477799999864,0.10095118025969194,0.5926097693342106,0.8054897027831291,0
2005-05-12,117.32,117.59,115.41,115.95,95574400,3.9811477799999864,0.13481437246269382,0.7493392502730855,0.6621862940292333,0
2005-05-13,116.3,116.62,114.8,115.72,85442700,4.981147779999986,0.16867756466569572,0.8722735331558733,0.48901828529797264,0
2005-05-16,115.7,116.84,115.66,116.8,49351500,7.981147779999986,0.2702671412747014,0.9919029322450112,-0.12699831890126867,0
2005-05-17,116.43,117.7,116.16,117.58,61417200,8.981147779999986,0.3041303334777033,0.9427176706817834,-0.33359165664673435,0
2005-05-18,118.07,119.08,118.01,118.79,78053800,9.981147779999986,0.3379935256807052,0.8510158448520325,-0.525140011626215,0
2005-05-19,119.02,119.41,118.7,119.29,62850100,10.981147779999986,0.37185671788370706,0.7209332068398673,-0.693004553574928,0
2005-05-20,119.34,119.39,118.74,119.12,46424800,11.981147779999986,0.40571991008670893,0.5583364832496623,-0.8296145921284168,0
2005-05-23,119.21,120.04,119.19,119.78,51294200,14.981147779999986,0.5073094866957146,-0.04591071570531314,-0.9989455471563133,1
2005-05-24,119.44,119.83,119.2,119.5,50999500,15.981147779999986,0.5411726788987166,-0.2558197465309639,-0.9667244991644899,0
2005-05-25,119.35,119.87,118.83,119.41,48483800,16.981147779999986,0.5750358711017184,-0.4541913075156556,-0.8909041790098523,0
2005-05-26,119.79,120.21,119.62,120.05,43558900,17.981147779999986,0.6088990633047203,-0.632078841823178,-0.774904082915731,0
2005-05-27,120.06,120.25,119.8,120.25,24641600,18.981147779999986,0.6427622555077221,-0.7814596221621982,-0.6239558148860498,0
2005-05-31,120.08,120.17,119.4,119.48,44931300,22.981147779999986,0.7782150243197298,-0.9843269732956323,0.17635308231686664,0
2005-06-01,119.52,120.92,119.45,120.5,69884800,23.981147779999986,0.8120782165227316,-0.9248904531075418,0.380233677822633,0
2005-06-02,120.23,120.84,120.1,120.76,40485200,24.981147779999986,0.8459414087257335,-0.8237413761148238,0.566965735540038,0
2005-06-03,120.55,120.89,119.73,120.15,61053700,25.981147779999986,0.8798046009287355,-0.6854415654021668,0.7281276401971204,0
2005-06-06,120.02,120.2,119.55,120.04,36332000,28.981147779999986,0.9813941775377412,-0.11663773441047787,0.9931745259075015,0
2005-06-07,120.39,121.25,120.01,120.13,66691800,0.45055910999998616,0.015257369740743003,0.09571811458804148,0.9954084802430158,0
2005-06-08,120.43,120.59,119.67,119.91,50023400,1.4505591099999862,0.049120561943744895,0.3037570768908766,0.952749514950656,0
2005-06-09,119.74,120.58,119.44,120.48,57167700,2.450559109999986,0.08298375414674679,0.4980965958898622,0.8671215492437788,0
2005-06-10,120.56,120.65,119.6,120.2,36504400,3.450559109999986,0.11684694634974868,0.669971959830874,0.7423864041322268,0
2005-06-13,119.94,121.08,119.81,120.58,49503300,6.450559109999986,0.21843652295875435,0.9803991215963587,0.19702173071285442,0
2005-06-14,120.45,121.2,120.38,120.86,34001600,7.450559109999986,0.25229971516175626,0.9998956072636082,-0.01444903370266007,0
2005-06-15,121.16,121.24,120.23,121.09,53891700,8.450559109999986,0.28616290736475813,0.9742968038871167,-0.22526814673927953,0
2005-06-16,121.09,121.64,120.92,121.4,46664300,9.450559109999986,0.32002609956776,0.9047572174263572,-0.4259276669986528,0
2005-06-17,121.54,121.9,120.49,121.36,53756800,10.450559109999986,0.3538892917707619,0.79441308303293,-0.6073778506877866,0
2005-06-20,121.08,121.84,120.94,121.4,42236500,13.450559109999986,0.4554788683797676,0.2761004978837311,-0.961128771324819,0
2005-06-21,121.5,121.65,121.03,121.47,40060700,14.450559109999986,0.48934206058276947,0.06691576910965034,-0.9977586280481187,1
2005-06-22,121.68,121.94,121.07,121.57,46684100,15.450559109999986,0.5232052527857713,-0.14528686066095747,-0.9893895734842183,0
2005-06-23,121.32,121.6,119.83,119.86,62818500,16.450559109999986,0.5570684449887733,-0.350937053428973,-0.9363990519701471,0
2005-06-24,119.88,120.0078125,118.84,118.98,59190900,17.450559109999986,0.5909316371917751,-0.5407599860854575,-0.8411769358754767,0
2005-06-27,118.97,119.41,118.75,119.15,51164200,20.450559109999986,0.6925212138007808,-0.9354911372672908,-0.35335015507899625,0
2005-06-28,119.4,120.24,119.37,120.15,42617300,21.450559109999986,0.7263844060037827,-0.9890116996517893,-0.14783726848084988,0
2005-06-29,120.37,120.4,119.76,119.83,43059500,22.450559109999986,0.7602475982067846,-0.9979278371948843,0.06434307850531054,0
2005-06-30,120.22,120.32,118.95,119.18,62303700,23.450559109999986,0.7941107904097865,-0.9618374321187413,0.27362155283388423,0
2005-07-01,119.45,119.8,119.21,119.53,49786600,24.450559109999986,0.8279739826127884,-0.8823681615896476,0.47055969590786806,0
2005-07-05,119.43,120.65,119.19,120.49,51552100,28.450559109999986,0.963426751424796,-0.22777937583856872,0.973712768706764,0
2005-07-06,120.39,120.65,119.41,119.48,54070500,29.450559109999986,0.9972899436277979,-0.017026963536346227,0.9998550307483242,0
2005-07-07,118.28,119.95,118.26,119.95,103268900,0.919970439999986,0.031153135830799743,0.19449336477293722,0.980903833746867,0
2005-07-08,119.97,121.32,119.72,121.32,64550900,1.919970439999986,0.06501632803380164,0.3972420428841288,0.9177138766332587,0
2005-07-11,121.33,122.1,121.31,121.94,49772400,4.919970439999986,0.1666059046428073,0.8658344511474293,0.5003305939138939,0
2005-07-12,121.89,122.63,121.64,122.26,52169900,5.919970439999986,0.2004690968458092,0.951963187537368,0.30621249088450686,0
2005-07-13,122.27,122.52,121.99,122.43,41297700,6.919970439999986,0.2343322890488111,0.9951583868768921,0.09828420538714129,0
2005-07-14,122.91,123.44,122.49,122.91,64776100,7.919970439999986,0.268195481251813,0.9934719457986432,-0.11407669749364979,0
2005-07-15,122.79,123.04,122.36,122.84,56138000,8.919970439999986,0.30205867345481485,0.9469799227904537,-0.32129274164192795,0
2005-07-18,122.5,122.63,122.05,122.35,56857200,11.919970439999986,0.40364825006382055,0.5690876598632139,-0.8222768605472314,0
2005-07-19,122.71,123.11,122.41,123.02,59514500,12.919970439999986,0.4375114422668224,0.3826170100893406,-0.923907042721449,0
2005-07-20,122.59,123.73,122.3,123.44,69608800,13.919970439999986,0.4713746344698243,0.17889033424865622,-0.9838690198966549,0
2005-07-21,123.55,123.61,122.47,122.72,100793200,14.919970439999986,0.5052378266728262,-0.03290429515785297,-0.9994585070727876,1
2005-07-22,122.88,123.56,122.63,123.54,55934700,15.919970439999986,0.5391010188758281,-0.24321494094632676,-0.9699724184225421,0
2005-07-25,123.41,123.95,122.85,123.19,57598900,18.919970439999986,0.6406905954848338,-0.7732718519964309,-0.6340746351258739,0
2005-07-26,123.23,123.53,122.37,123.34,42852600,19.919970439999986,0.6745537876878357,-0.8897302005459333,-0.45648676896104345,0
2005-07-27,123.5,123.89,123.05,123.79,45263500,20.919970439999986,0.7084169798908375,-0.9660617195813362,-0.25831135081438444,0
2005-07-28,123.99,124.64,123.64,124.57,48448900,21.919970439999986,0.7422801720938395,-0.9988238578112401,-0.048486091480671574,0
2005-07-29,124.41,124.63,123.5,123.74,62448200,22.919970439999986,0.7761433642968414,-0.9865390428946562,0.163525890440919,0
2005-08-01,123.83,124.04,123.45,123.65,42941100,25.919970439999986,0.8777329409058471,-0.6948609941300294,0.7191440737686902,0
2005-08-02,123.87,124.6,123.74,124.39,46243800,26.919970439999986,0.9115961331088489,-0.5273323952823101,0.8496590756802526,0
2005-08-03,124.25,124.74,124.12,124.72,37199000,27.919970439999986,0.9454593253118508,-0.33602110690716863,0.9418544556951892,0
2005-08-04,124.23,124.31,123.57,123.72,51044800,28.919970439999986,0.9793225175148527,-0.12955526756620633,0.9915722024370431,0
2005-08-05,123.45,123.98,122.67,122.88,53712900,0.38938176999998575,0.013185709717854594,0.08275351397351838,0.9965700456691614,0
2005-08-08,123.17,123.41,122.38,122.65,48241900,3.3893817699999857,0.11477528632686027,0.6602521114510433,0.751044039537256,0
2005-08-09,123.06,123.59,122.87,123.39,47524300,4.389381769999986,0.14863847852986217,0.8039591312249356,0.5946845511025546,0
2005-08-10,123.82,124.5,122.82,123.33,73118700,5.389381769999986,0.18250167073286405,0.911407596467159,0.41150479110449745,0
2005-08-11,123.27,124.03,123.01,123.82,58888000,6.389381769999986,0.21636486293586593,0.9777515817008892,0.2097661661980066,0
2005-08-12,123.57,123.69,122.75,123.06,54814600,7.389381769999986,0.2502280551388678,0.9999989733807758,-0.001432912207409022,0
2005-08-15,123.22,123.87,122.83,123.82,36229300,10.389381769999986,0.3518176317478735,0.8022515700309951,-0.5969861123868824,0
2005-08-16,123.44,123.52,122.09,122.21,72272600,11.389381769999986,0.3856808239508754,0.6580970420069387,-0.7529331200722396,0
2005-08-17,122.19,122.87,122.03,122.2,62513800,12.389381769999986,0.41954401615387726,0.48426233926009293,-0.8749228461837892,0
2005-08-18,122.05,122.56,121.84,122.19,53546300,13.389381769999986,0.4534072083568792,0.2885874063899288,-0.9574535544208578,0
2005-08-19,122.63,122.82,122.2,122.47,39955800,14.389381769999986,0.4872704005598811,0.07989718231236351,-0.9968031100766815,1
2005-08-22,122.58,123.23,121.88,122.47,69950100,17.389381769999986,0.5888599771688867,-0.5297652010286891,-0.8481443460750255,0
2005-08-23,122.5,122.61,121.15,122.24,56763000,18.389381769999986,0.6227231693718887,-0.6969190792294526,-0.7171497730641572,0
2005-08-24,121.94,122.73,121.09,121.15,79139600,19.389381769999986,0.6565863615748905,-0.8326419089391062,-0.5538117473277733,0
2005-08-25,121.35,121.67,121.21,121.59,35647400,20.389381769999986,0.6904495537778924,-0.93081259092376,-0.3654968133620277,0
2005-08-26,121.48,121.49,120.68,120.76,61962500,21.389381769999986,0.7243127459808943,-0.9870036277051183,-0.16069797415317968,0
2005-08-29,120.476,121.78,120.38,121.69,56204000,24.389381769999986,0.8259023225899,-0.8884183373068009,0.4590347023232767,0
2005-08-30,121.25,121.3,120.39,121.05,74325000,25.389381769999986,0.8597655147929019,-0.771451531870423,0.6362880903920627,0
2005-08-31,121.19,122.66,120.74,122.58,103020300,26.389381769999986,0.8936287069959038,-0.6196922645408086,0.7848448873938624,0
2005-09-01,122.51,123.15,121.93,122.49,74583200,27.389381769999986,0.9274918991989056,-0.4399848778428985,0.898005182206411,0
2005-09-02,122.85,122.88,122.04,122.27,47658500,28.389381769999986,0.9613550914019076,-0.2404341744056544,0.9706654458555077,0
2005-09-06,122.66,123.8,122.65,123.7,57258600,2.8587930999999855,0.09680786021391512,0.5714418216025534,0.8206425802525456,0
2005-09-07,123.63,124.13,123.46,123.91,41772100,3.8587930999999855,0.130671052416917,0.7318484271520429,0.6814674457925933,0
2005-09-08,123.66,124.0,123.31,123.5,39074300,4.8587930999999855,0.1645342446199189,0.8592486707184579,0.5115581314655873,0
2005-09-09,123.83,124.74,123.8,124.6,44113400,5.8587930999999855,0.1983974368229208,0.9478968016792982,0.31857754686442863,0
2005-09-12,124.45,124.67,124.27,124.35,33029700,8.858793099999986,0.29998701343192646,0.9510817279929508,-0.3089393899747054,0
2005-09-13,124.11,124.42,123.52,123.66,58479400,9.858793099999986,0.33385020563492834,0.8643970374605937,-0.5028098662808326,0
2005-09-14,123.75,123.92,123.02,123.21,55196700,10.858793099999986,0.3677133978379302,0.7387280429972345,-0.6740036190477586,0
2005-09-15,123.51,123.65,122.9,123.15,73656500,11.858793099999986,0.40157659004093216,0.5797424158957489,-0.8147998105125949,0
2005-09-16,123.205,123.74,122.87,123.5,75436000,12.858793099999986,0.43543978224393404,0.39461040748623705,-0.9188485328407211,0
2005-09-19,123.47,123.55,122.64,123.09,53376100,15.858793099999986,0.5370293588529397,-0.23056892742911375,-0.9730559951535104,0
2005-09-20,123.21,123.61,121.87,122.05,85005000,16.858793099999986,0.5708925510559416,-0.43084689725468256,-0.9024250390619781,0
2005-09-21,121.79,121.87,120.78,120.91,94516500,17.858793099999986,0.6047557432589434,-0.6116936732394553,-0.7910947162753791,0
2005-09-22,120.95,121.66,120.44,121.34,84605100,18.858793099999986,0.6386189354619454,-0.764953066300875,-0.6440860240347475,0
2005-09-23,121.24,121.89,120.9,121.44,59369900,19.858793099999986,0.6724821276649473,-0.8837130782477617,-0.4680290539420231,0
2005-09-26,122.0,122.24,121.08,121.58,70426300,22.858793099999986,0.774071704273953,-0.9885839630817003,0.15067099235645628,0
2005-09-27,121.52,121.99,121.02,121.55,66156600,23.858793099999986,0.8079348964769548,-0.9344746572347113,0.3560296546442006,0
2005-09-28,121.91,122.12,121.2,121.67,58709400,24.858793099999986,0.8417980886799568,-0.8382205470042176,0.5453313805200928,0
2005-09-29,121.55,122.86,121.08,122.66,66646800,25.858793099999986,0.8756612808829586,-0.704162692487855,0.7100386626855292,0
2005-09-30,122.62,123.04,122.45,123.04,47827600,26.858793099999986,0.9095244730859605,-0.5383471025430296,0.8427232031833018,0
2005-10-03,122.96,123.34,122.45,122.6,51017300,0.32820442999998534,0.011114049694966183,0.06977489242257152,0.9975627621294905,0
2005-10-04,122.79,123.03,121.16,121.22,60784700,1.3282044299999853,0.044977241897968076,0.2788537875548977,0.9603335697382905,0
2005-10-05,121.29,121.31,119.57,119.63,106066000,2.3282044299999853,0.07884043410096997,0.47535637766159844,0.879793336083221,0
2005-10-06,119.63,120.26,118.17,119.2,141217400,3.3282044299999853,0.11270362630397186,0.6504203964877435,0.7595744254730584,0
2005-10-07,119.7,120.05,119.13,119.61,75664400,4.328204429999985,0.14656681850697376,0.7961504572821813,0.6050987104343999,0
2005-10-10,119.68,119.71,118.3,118.6,52680400,7.328204429999985,0.24815639511597942,0.999932909568551,0.011583452066305172,0
2005-10-11,118.99,119.39,118.32,118.43,75645600,8.328204429999985,0.2820195873189813,0.9798304665056164,-0.19983057050257924,0
2005-10-12,118.39,119.13,117.41,117.5,100525800,9.328204429999985,0.3158827795219832,0.9155376721900582,-0.40223223491014415,0
2005-10-13,117.5,118.08,116.88,117.43,99076100,10.328204429999985,0.3497459717249851,0.8099541314626503,-0.5864932266672683,0
2005-10-14,118.12,118.81,117.56,118.67,88659200,11.328204429999985,0.383609163927987,0.6678416617099036,-0.7443033755697706,0
2005-10-17,118.77,119.27,118.45,119.11,68972800,14.328204429999985,0.4851987405369927,0.092865058527221,-0.9956787036513012,1
2005-10-18,118.96,118.96,117.8,117.82,75020400,15.328204429999985,0.5190619327399946,-0.1194835163230547,-0.992836184537549,1
2005-10-19,117.56,119.8,117.12,119.78,116577100,16.328204429999985,0.5529251249429964,-0.32644338492698866,-0.9452167563249236,0
2005-10-20,119.49,119.81,117.3,117.67,132117600,17.328204429999985,0.5867883171459983,-0.5186806577991684,-0.854968055090377,0
2005-10-21,118.2,118.78,117.51,118.13,96580800,18.328204429999985,0.6206515093490003,-0.6875254344798086,-0.7261602970029073,0
2005-10-24,118.44,120.09,118.41,119.96,72380800,21.328204429999985,0.722241085958006,-0.9848283276318149,-0.17353145275114418,0
2005-10-25,119.72,120.24,118.94,119.72,77057500,22.328204429999985,0.7561042781610078,-0.9992645635816645,0.038344908005443,0
2005-10-26,119.57,120.54,119.19,119.37,82697900,23.328204429999985,0.7899674703640097,-0.968633970556034,0.24849191352004318,0
2005-10-27,119.2,119.37,117.93,118.1,68294600,24.328204429999985,0.8238306625670115,-0.8943179882132614,0.4474319344416363,0
2005-10-28,118.43,119.95,118.1,119.8,72959900,25.328204429999985,0.8576938547700135,-0.779668267145641,0.6261927763924728,0
2005-10-31,120.29,121.3,120.13,120.13,80153200,28.328204429999985,0.9592834313790192,-0.25304823618572564,0.9674536630574581,0
2005-11-01,120.58,120.9,120.22,120.49,66996400,29.328204429999985,0.993146623582021,-0.04304772757501106,0.9990730169265046,0
2005-11-02,120.3198125,121.75,120.13,121.75,74690900,0.7976157599999851,0.027009815785022925,0.1688942334269044,0.9856341805736741,0
2005-11-03,122.15,122.66,121.75,122.27,84904100,1.7976157599999851,0.060873007988024815,0.3732190649816252,0.9277432454802574,0
2005-11-04,122.4,122.46,121.55,122.11,59156400,2.797615759999985,0.0947362001910267,0.5607117177671637,0.8280110926543174,0
2005-11-07,122.4,122.62,121.85,122.23,46765900,5.797615759999985,0.19632577680003238,0.9436698135681707,0.33088862621766574,0
2005-11-08,121.95,122.42,121.79,122.23,42157200,6.797615759999985,0.23018896900303426,0.9922628135299326,0.12415518066380432,0
2005-11-09,122.08,122.95,121.86,122.39,57675900,7.797615759999985,0.26405216120603614,0.996104763423634,-0.08817766318487934,0
2005-11-10,122.34,123.52,121.75,123.34,79148200,8.797615759999985,0.2979153534090381,0.9550223913199957,-0.2965336946747154,0
2005-11-11,123.35,123.84,123.28,123.76,34867900,9.797615759999985,0.33177854561203995,0.870868512084047,-0.4915160573781062,0
2005-11-14,123.785,124.02,123.38,123.69,45095400,12.797615759999985,0.4333681222210456,0.4065369460010171,-0.9136343423581264,0
2005-11-15,123.67,124.09,122.86,123.24,69593000,13.797615759999985,0.46723131442404753,0.20444013078278567,-0.9788790696125429,0
2005-11-16,123.35,123.55,122.98,123.49,51134500,14.797615759999985,0.5010945066270494,-0.0068769337522921106,-0.9999763536115076,1
2005-11-17,123.75,124.65,123.14,124.64,55720000,15.797615759999985,0.5349576988300513,-0.21788384859470053,-0.9759747069066707,0
2005-11-18,125.04,125.756,124.33,125.13,72438800,16.797615759999985,0.5688208910330532,-0.4190642024851815,-0.907956603696156,0
2005-11-21,125.15,125.91,124.98,125.76,50024600,19.797615759999985,0.6704104676420588,-0.8775462283514252,-0.4794920407120312,0
2005-11-22,125.56,126.52,125.42,126.3,66439900,20.797615759999985,0.7042736598450607,-0.9590104497718203,-0.2833707063696797,0
2005-11-23,126.25,127.41,126.21,127.03,50856800,21.797615759999985,0.7381368520480627,-0.9972233026350701,-0.07446935397600371,0
2005-11-25,126.98,127.22,126.81,127.13,15270000,23.797615759999985,0.8058632364540664,-0.9390296663823011,0.34383613197851143,0
2005-11-28,127.25,127.27,126.04,126.23,54515700,26.797615759999985,0.9074528130630721,-0.5492705975985359,0.8356445480069544,0
2005-11-29,126.65,126.98,126.09,126.09,51814300,27.797615759999985,0.941316005266074,-0.3604240083196565,0.9327885795971089,0
2005-11-30,126.04,126.52,125.29,125.41,56078900,28.797615759999985,0.9751791974690759,-0.15532229729065683,0.9878638489004204,0
2005-12-01,126.02,127.03,125.98,126.69,65525600,0.2670270899999849,0.009042389672077773,0.05678444890439146,0.9983864614279506,0
2005-12-02,126.69,127.08,126.5,126.85,46724700,1.267027089999985,0.04290558187507967,0.26633021661535505,0.9638818473846358,0
2005-12-05,126.64,126.73,126.18,126.58,59368100,4.267027089999985,0.14449515848408534,0.7882068914851807,0.6154103478292096,0
2005-12-06,126.87,127.74,126.63,126.82,57943900,5.267027089999985,0.17835835068708722,0.9003871736766973,0.4350895740861745,0
2005-12-07,126.79,126.87,125.68,126.08,66829700,6.267027089999985,0.21222154289008913,0.9719599968962269,0.23514626178931053,0
2005-12-08,126.16,126.82,125.48,126.0,62609100,7.267027089999985,0.246084735093091,0.9996974270201313,0.02459785375453882,0
2005-12-09,126.2,126.78,125.82,126.33,50747700,8.267027089999985,0.2799479272960929,0.9823485060287118,-0.18705991741460296,0
2005-12-12,126.71,126.86,125.96,126.45,48394200,11.267027089999985,0.38153750390509855,0.6774731289311148,-0.7355475236694671,0
2005-12-13,126.4,127.7,126.29,127.31,88657500,12.267027089999985,0.4154006961081005,0.5068727593921508,-0.8620208847737894,0
2005-12-14,127.19,128.09,127.14,127.81,64376600,13.267027089999985,0.44926388831110237,0.3134124298462209,-0.9496171064265259,0
2005-12-15,127.84,128.0,127.18,127.44,55909700,14.267027089999985,0.48312708051410425,0.10581720060561661,-0.9943855992802744,1
2005-12-16,127.27,127.38,126.36,126.36,46239200,15.267027089999985,0.5169902727171062,-0.10655038408134197,-0.9943073044346592,1
2005-12-19,126.73,126.87,125.69,125.71,48820900,18.267027089999985,0.6185798493261118,-0.6780153022247558,-0.7350477875275003,0
2005-12-20,125.86,126.22,125.48,125.83,46605200,19.267027089999985,0.6524430415291137,-0.8179438817953494,-0.5752980151482844,0
2005-12-21,126.17,126.76,125.8,126.03,51806900,20.267027089999985,0.6863062337321156,-0.9209831946233236,-0.38960230392211104,0
2005-12-22,126.37,126.69,126.08,126.69,32250600,21.267027089999985,0.7201694259351175,-0.9824861679931952,-0.18633552989713745,0
2005-12-23,126.79,126.86,126.42,126.76,27977300,22.267027089999985,0.7540326181381194,-0.9996790179809071,0.02533497599623358,0
2005-12-27,126.92,127.05,125.38,125.47,44504900,26.267027089999985,0.8894853869501269,-0.6399120378696226,0.7684481659744832,0
2005-12-28,125.74,125.99,125.5,125.75,30764800,27.267027089999985,0.9233485791531288,-0.4632111415055376,0.8862479553630217,0
2005-12-29,125.72,125.96,125.06,125.19,33035000,28.267027089999985,0.9572117713561308,-0.2656194239769917,0.9640779644853062,0
2005-12-30,124.8,125.06,124.36,124.51,44646500,29.267027089999985,0.9910749635591326,-0.056048271182545135,0.9984280601512799,0
2006-01-03,125.3,127.0,124.39,126.7,73398800,3.7364384199999847,0.12652773237114018,0.7138616364213041,0.7002867727195039,0
2006-01-04,126.86,127.49,126.7,127.3,52244900,4.736438419999985,0.16039092457414209,0.8456415025828405,0.5337512989299751,0
2006-01-05,127.17,127.59,126.88,127.38,47314500,5.736438419999985,0.19425411677714396,0.9392829393830178,0.34314364307677075,0
2006-01-06,127.7,128.58,127.36,128.44,62894200,6.736438419999985,0.22811730898014587,0.9905627182884775,0.13706020989675397,0
2006-01-09,128.41,129.06,128.38,128.77,43536800,9.736438419999985,0.3297068855891515,0.8771924353655087,-0.4801389708589875,0
2006-01-10,128.37,128.98,128.26,128.9,44965400,10.736438419999985,0.36357007779215345,0.7560222492863017,-0.6545459178576253,0
2006-01-11,129.02,129.44,128.73,129.31,49608100,11.736438419999985,0.3974332699951553,0.600755461914519,-0.7994328458225074,0
2006-01-12,129.08,129.28,128.44,128.8,40525300,12.736438419999985,0.4312964621981572,0.4183946049190274,-0.9082653547144969,0
2006-01-13,128.62,128.9,128.2,128.68,44864900,13.736438419999985,0.4651596544011591,0.2171641524316624,-0.976135098692101,0
2006-01-17,128.2,128.42,127.81,128.33,52188600,17.736438419999985,0.6006124232131667,-0.5908939649262929,-0.806749231306535,0
