DATE,px_open,px_high,px_low,px_last,px_volume,vwap,"smavg(px_last,period=20)","smavg(px_last,period=50)","rsi(px_last,period=14)"
7/18/2005,122.5,122.63,122.05,122.35,56857200,122.3981,120.8545,119.9004,60.9500165
7/19/2005,122.71,123.11,122.41,123.02,59514500,122.7754,120.9355,120.019,64.47463284
7/20/2005,122.59,123.73,122.3,123.44,69608800,123.0082,121.034,120.1314,66.51496521
7/21/2005,123.55,123.61,122.47,122.72,100793200,123.0155,121.0915,120.2538,60.13846241
7/22/2005,122.88,123.56,122.63,123.54,55934700,123.076,121.2755,120.3798,64.33223712
7/25/2005,123.41,123.95,122.85,123.19,57598900,123.3251,121.486,120.5246,61.36461931
7/26/2005,123.23,123.53,122.37,123.34,42852600,123.247,121.6955,120.677,62.17004057
7/27/2005,123.5,123.89,123.05,123.79,45263500,123.4643,121.8775,120.8168,64.55715071
7/28/2005,123.99,124.64,123.64,124.57,48448900,124.2336,122.1145,120.9566,68.29199326
7/29/2005,124.41,124.63,123.5,123.74,62448200,123.9772,122.3425,121.0556,60.9338164
8/1/2005,123.83,124.04,123.45,123.65,42941100,123.7454,122.5485,121.1428,60.17667375
8/2/2005,123.87,124.6,123.74,124.39,46243800,124.2636,122.7435,121.2482,64.12395266
8/3/2005,124.25,124.74,124.12,124.72,37199000,124.4464,123.0055,121.347,65.75413193
8/4/2005,124.23,124.31,123.57,123.72,51044800,123.9305,123.194,121.4314,57.26282924
8/5/2005,123.45,123.98,122.67,122.88,53712900,123.0281,123.272,121.5008,51.27312928
8/8/2005,123.17,123.41,122.38,122.65,48241900,122.8521,123.3075,121.5528,49.73899798
8/9/2005,123.06,123.59,122.87,123.39,47524300,123.2255,123.364,121.6156,54.46019812
8/10/2005,123.82,124.5,122.82,123.33,73118700,123.7339,123.409,121.6926,54.01714367
8/11/2005,123.27,124.03,123.01,123.82,58888000,123.5706,123.4545,121.759,57.08751604
8/12/2005,123.57,123.69,122.75,123.06,54814600,123.2179,123.4655,121.805,51.35933553
8/15/2005,123.22,123.87,122.83,123.82,36229300,123.4129,123.539,121.8784,56.10281379
8/16/2005,123.44,123.52,122.09,122.21,72272600,122.7747,123.4985,121.9218,45.8925575
8/17/2005,122.19,122.87,122.03,122.2,62513800,122.4312,123.4365,121.9632,45.83675872
8/18/2005,122.05,122.56,121.84,122.19,53546300,122.1519,123.41,122.0088,45.77681927
8/19/2005,122.63,122.82,122.2,122.47,39955800,122.492,123.3565,122.0486,47.83380244
8/22/2005,122.58,123.23,121.88,122.47,69950100,122.552,123.3205,122.094,47.83380244
8/23/2005,122.5,122.61,121.15,122.24,56763000,122.131,123.2655,122.1272,46.16539738
8/24/2005,121.94,122.73,121.09,121.15,79139600,121.9311,123.1335,122.133,39.18923303
8/25/2005,121.35,121.67,121.21,121.59,35647400,121.4487,122.9845,122.143,42.93775322
8/26/2005,121.48,121.49,120.68,120.76,61962500,121.0058,122.8355,122.1302,38.15927523
8/29/2005,120.476,121.78,120.38,121.69,56204000,121.1545,122.7375,122.1368,45.48061798
8/30/2005,121.25,121.3,120.39,121.05,74325000,120.8829,122.5705,122.1298,41.81202851
8/31/2005,121.19,122.66,120.74,122.58,103020300,121.512,122.4635,122.152,51.81789431
9/1/2005,122.51,123.15,121.93,122.49,74583200,122.5176,122.402,122.1704,51.25951196
9/2/2005,122.85,122.88,122.04,122.27,47658500,122.4492,122.3715,122.2186,49.84553275
9/6/2005,122.66,123.8,122.65,123.7,57258600,123.2513,122.424,122.313,57.96265166
9/7/2005,123.63,124.13,123.46,123.91,41772100,123.8138,122.45,122.4082,59.01175802
9/8/2005,123.66,124,123.31,123.5,39074300,123.6447,122.4585,122.4752,56.06963274
9/9/2005,123.83,124.74,123.8,124.6,44113400,124.3366,122.4975,122.5706,61.60103941
9/12/2005,124.45,124.67,124.27,124.35,33029700,124.4832,122.562,122.674,59.75938194
9/13/2005,124.11,124.42,123.52,123.66,58479400,123.8607,122.554,122.7566,54.88243577
9/14/2005,123.75,123.92,123.02,123.21,55196700,123.4928,122.604,122.811,51.9072247
9/15/2005,123.51,123.65,122.9,123.15,73656500,123.2247,122.6515,122.8844,51.50629508
9/16/2005,123.205,123.74,122.87,123.5,75436000,123.2949,122.717,122.9554,53.75043266
9/19/2005,123.47,123.55,122.64,123.09,53376100,123.0847,122.748,122.9908,50.78556769
9/20/2005,123.21,123.61,121.87,122.05,85005000,122.7443,122.727,122.993,44.13524575
9/21/2005,121.79,121.87,120.78,120.91,94516500,121.3783,122.6605,122.966,38.22617256
9/22/2005,120.95,121.66,120.44,121.34,84605100,121.0752,122.67,122.9442,41.41247683
9/23/2005,121.24,121.89,120.9,121.44,59369900,121.3955,122.6625,122.9148,42.15966462
9/26/2005,122,122.24,121.08,121.58,70426300,121.7378,122.7035,122.8896,43.25084549
9/27/2005,121.52,121.99,121.02,121.55,66156600,121.4346,122.6965,122.8736,43.06336684
9/28/2005,121.91,122.12,121.2,121.67,58709400,121.722,122.7275,122.8466,44.107027
9/29/2005,121.55,122.86,121.08,122.66,66646800,121.9642,122.7315,122.831,51.93477656
9/30/2005,122.62,123.04,122.45,123.04,47827600,122.714,122.759,122.8374,54.56506117
10/3/2005,122.96,123.34,122.45,122.6,51017300,122.8165,122.7755,122.8186,51.07950398
10/4/2005,122.79,123.03,121.16,121.22,60784700,122.2536,122.6515,122.7792,42.01450239
10/5/2005,121.29,121.31,119.57,119.63,106066000,120.5846,122.4375,122.705,34.43237733
10/6/2005,119.63,120.26,118.17,119.2,141217400,119.4564,122.2225,122.6132,32.71301161
10/7/2005,119.7,120.05,119.13,119.61,75664400,119.5646,121.973,122.514,35.99484329
10/10/2005,119.68,119.71,118.3,118.6,52680400,119.1397,121.6855,122.4112,31.87099202
10/11/2005,118.99,119.39,118.32,118.43,75645600,118.8507,121.424,122.3068,31.22259072
10/12/2005,118.39,119.13,117.41,117.5,100525800,118.096,121.1385,122.169,27.8808482
10/13/2005,117.5,118.08,116.88,117.43,99076100,117.5648,120.8525,122.0232,27.64104319
10/14/2005,118.12,118.81,117.56,118.67,88659200,118.1998,120.611,121.9222,37.84031982
10/17/2005,118.77,119.27,118.45,119.11,68972800,118.9098,120.412,121.8468,41.01732007
10/18/2005,118.96,118.96,117.8,117.82,75020400,118.4968,120.2005,121.7502,35.31796327
10/19/2005,117.56,119.8,117.12,119.78,116577100,118.0916,120.144,121.678,47.29976572
10/20/2005,119.49,119.81,117.3,117.67,132117600,118.6762,119.9605,121.5648,38.93760088
10/21/2005,118.2,118.78,117.51,118.13,96580800,118.1902,119.795,121.451,41.37110186
10/24/2005,118.44,120.09,118.41,119.96,72380800,119.236,119.714,121.389,49.92150974
10/25/2005,119.72,120.24,118.94,119.72,77057500,119.5973,119.6225,121.307,48.91399123
10/26/2005,119.57,120.54,119.19,119.37,82697900,119.8326,119.5075,121.2502,47.41123653
10/27/2005,119.2,119.37,117.93,118.1,68294600,118.6095,119.2795,121.1682,42.3294337
10/28/2005,118.43,119.95,118.1,119.8,72959900,119.0892,119.1175,121.1204,50.04773299
10/31/2005,120.29,121.3,120.13,120.13,80153200,120.7244,118.994,121.0736,51.40726198
11/1/2005,120.58,120.9,120.22,120.49,66996400,120.4972,118.9575,121.034,52.9128593
11/2/2005,120.3198125,121.75,120.13,121.75,74690900,121.1866,119.0635,121.0242,57.83691107
11/3/2005,122.15,122.66,121.75,122.27,84904100,122.2077,119.217,121.0466,59.70949166
11/4/2005,122.4,122.46,121.55,122.11,59156400,121.967,119.342,121.057,58.84351139
11/7/2005,122.4,122.62,121.85,122.23,46765900,122.2555,119.5235,121.0864,59.32004229
11/8/2005,121.95,122.42,121.79,122.23,42157200,122.0791,119.7135,121.0972,59.32004229
11/9/2005,122.08,122.95,121.86,122.39,57675900,122.3806,119.958,121.124,60.03558298
11/10/2005,122.34,123.52,121.75,123.34,79148200,122.6442,120.2535,121.1392,64.07600542
11/11/2005,123.35,123.84,123.28,123.76,34867900,123.5128,120.508,121.1646,65.72580404
11/14/2005,123.785,124.02,123.38,123.69,45095400,123.683,120.737,121.193,65.18846241
11/15/2005,123.67,124.09,122.86,123.24,69593000,123.4722,121.008,121.1838,61.69646423
11/16/2005,123.35,123.55,122.98,123.49,51134500,123.2857,121.1935,121.1754,62.88593553
11/17/2005,123.75,124.65,123.14,124.64,55720000,124.0846,121.542,121.1982,67.83419083
11/18/2005,125.04,125.756,124.33,125.13,72438800,124.8782,121.892,121.2088,69.68858766
11/21/2005,125.15,125.91,124.98,125.76,50024600,125.3914,122.182,121.237,71.92932143
11/22/2005,125.56,126.52,125.42,126.3,66439900,125.9233,122.511,121.2898,73.72243231
11/23/2005,126.25,127.41,126.21,127.03,50856800,126.8806,122.894,121.3662,75.95823919
11/25/2005,126.98,127.22,126.81,127.13,15270000,127.0458,123.3455,121.4458,76.25626914
11/28/2005,127.25,127.27,126.04,126.23,54515700,126.4991,123.667,121.5004,68.07688667
11/29/2005,126.65,126.98,126.09,126.09,51814300,126.4886,123.965,121.5604,66.87522984
11/30/2005,126.04,126.52,125.29,125.41,56078900,125.9318,124.211,121.6276,61.22250996
12/1/2005,126.02,127.03,125.98,126.69,65525600,126.5507,124.458,121.7432,66.89497511
12/2/2005,126.69,127.08,126.5,126.85,46724700,126.7953,124.687,121.8534,67.53428555
12/5/2005,126.64,126.73,126.18,126.58,59368100,126.5003,124.9105,121.9562,65.2445232
12/6/2005,126.87,127.74,126.63,126.82,57943900,127.1776,125.14,122.061,66.33709468
12/7/2005,126.79,126.87,125.68,126.08,66829700,126.2917,125.3325,122.1516,60.06708353
12/8/2005,126.16,126.82,125.48,126,62609100,126.1247,125.513,122.2382,59.41329327
12/9/2005,126.2,126.78,125.82,126.33,50747700,126.2852,125.6625,122.3116,61.28521376
12/12/2005,126.71,126.86,125.96,126.45,48394200,126.4632,125.797,122.3798,61.97205822
12/13/2005,126.4,127.7,126.29,127.31,88657500,127.0617,125.978,122.474,66.55194078
12/14/2005,127.19,128.09,127.14,127.81,64376600,127.6161,126.2065,122.6058,68.89728232
12/15/2005,127.84,128,127.18,127.44,55909700,127.5351,126.404,122.762,65.25109179
12/16/2005,127.27,127.38,126.36,126.36,46239200,126.9689,126.49,122.9052,55.94430316
12/19/2005,126.73,126.87,125.69,125.71,48820900,126.2939,126.519,123.0272,51.21014904
12/20/2005,125.86,126.22,125.48,125.83,46605200,125.84,126.5225,123.1718,52.01742615
12/21/2005,126.17,126.76,125.8,126.03,51806900,126.3096,126.509,123.3238,53.401312
12/22/2005,126.37,126.69,126.08,126.69,32250600,126.3913,126.492,123.5076,57.73353928
12/23/2005,126.79,126.86,126.42,126.76,27977300,126.6627,126.4735,123.6942,58.17764343
12/27/2005,126.92,127.05,125.38,125.47,44504900,126.0667,126.4355,123.8302,48.13924216
12/28/2005,125.74,125.99,125.5,125.75,30764800,125.7521,126.4185,123.963,50.14985235
12/29/2005,125.72,125.96,125.06,125.19,33035000,125.6062,126.4075,124.1104,46.28490915
12/30/2005,124.8,125.06,124.36,124.51,44646500,124.7172,126.2985,124.205,42.04733331
1/3/2006,125.3,127,124.39,126.7,73398800,125.5958,126.291,124.3856,56.01447975
1/4/2006,126.86,127.49,126.7,127.3,52244900,127.1031,126.327,124.569,58.9346088
1/5/2006,127.17,127.59,126.88,127.38,47314500,127.2033,126.355,124.7174,59.32237622
1/6/2006,127.7,128.58,127.36,128.44,62894200,128.0284,126.473,124.8918,64.15246587
1/9/2006,128.41,129.06,128.38,128.77,43536800,128.6862,126.6115,125.0798,65.52491944
1/10/2006,128.37,128.98,128.26,128.9,44965400,128.6009,126.74,125.2958,66.07593063
1/11/2006,129.02,129.44,128.73,129.31,49608100,129.0633,126.883,125.486,67.82267843
1/12/2006,129.08,129.28,128.44,128.8,40525300,128.8604,126.9575,125.6594,63.44644426
1/13/2006,128.62,128.9,128.2,128.68,44864900,128.5734,127.001,125.8232,62.42577436
1/17/2006,128.2,128.42,127.81,128.33,52188600,128.1295,127.0455,125.9548,59.42312258
1/18/2006,127.25,128.23,127.16,127.82,75147100,127.6253,127.1185,126.0658,55.25268849
1/19/2006,128.09,128.77,127.81,128.31,78077700,128.264,127.2485,126.1898,58.28210356
1/20/2006,128.05,128.31,125.97,125.97,115316800,126.9897,127.2555,126.2646,43.23040276
1/23/2006,126.27,126.82,126.13,126.42,67103700,126.4045,127.275,126.3484,46.11256995
1/24/2006,126.66,127.15,126.42,126.55,53016400,126.7499,127.268,126.4316,46.95048558
1/25/2006,127.04,127.18,125.84,126.66,87798900,126.4896,127.263,126.498,47.69165555
1/26/2006,127.28,127.67,126.76,127.36,71370600,127.2605,127.3575,126.57,52.26240074
1/27/2006,127.555,128.66,127.45,128.54,65794700,128.2068,127.497,126.667,58.7982282
1/30/2006,128.48,128.81,128.35,128.44,33715200,128.5489,127.6595,126.771,58.07260033
1/31/2006,128.32,128.54,127.49,127.5,73151200,128.0137,127.809,126.8512,51.62336056
2/1/2006,127.99,128.43,127.72,128.39,63565400,128.0391,127.8935,126.9262,56.54412511
2/2/2006,128.04,128.14,126.8,126.9,83628600,127.3283,127.8735,126.9616,47.78144234
2/3/2006,127.22,128.39,126.14,126.27,86044200,126.6322,127.818,126.9718,44.63199152
2/6/2006,126.44,126.8,126.17,126.6,45515500,126.5065,127.726,126.9778,46.61688657
2/7/2006,126.3,126.66,125.4,125.48,71230800,125.8922,127.5615,126.9468,41.21634967
2/8/2006,125.88,126.78,125.6,126.62,59427600,126.1143,127.4475,126.9366,47.84007268
2/9/2006,126.85,127.6,126.37,126.41,62025800,127.0241,127.3025,126.9402,46.79406349
2/10/2006,126.42,127.13,125.45,126.64,64509900,126.3166,127.1945,126.9512,48.13170238
2/13/2006,126.57,126.79,125.95,126.41,52318300,126.4202,127.081,126.9712,46.86290383
2/14/2006,126.46,128.03,126.19,127.75,90995300,127.2695,127.052,126.9924,54.4042289
2/15/2006,127.68,128.32,127.24,128.2,85473500,127.8548,127.071,127.0194,56.63024944
2/16/2006,128.2,129.21,128.18,129.16,61035500,128.5938,127.1135,127.071,61.00412728
2/17/2006,129.09,129.16,128.58,128.81,40345900,128.8879,127.2555,127.1108,58.68055889
2/21/2006,129.12,129.4,128.29,128.49,46462000,128.6741,127.359,127.159,56.55942611
2/22/2006,128.77,129.65,128.65,129.27,42340200,129.1723,127.495,127.2244,60.32411857
2/23/2006,129.27,129.64,128.28,129.08,43455000,129.1955,127.616,127.2794,58.98318926
2/24/2006,129.08,129.48,128.76,129.41,36784600,129.1304,127.7185,127.3386,60.62049641
2/27/2006,129.4,130.04,129.28,129.46,35926100,129.7175,127.7645,127.3816,60.87533177
2/28/2006,129.5,129.91,128.13,128.23,74402500,128.5634,127.754,127.39,51.96629078
3/1/2006,128.67,129.49,128.5,129.37,48667800,129.0088,127.8475,127.4286,58.08848864
3/2/2006,128.9,129.42,128.61,129.36,60650900,128.9798,127.896,127.4886,58.01863186
3/3/2006,128.7,130.07,128.65,128.76,73430800,129.2414,127.989,127.5496,53.8353069
3/6/2006,129.07,129.18,127.85,128.17,57479400,128.5077,128.084,127.5964,50.01629443
3/7/2006,127.81,128.06,127.4,127.97,61788300,127.7813,128.1525,127.6352,48.7537276
3/8/2006,127.64,128.44,127.18,128.24,66726800,127.8731,128.2905,127.6662,50.56786704
3/9/2006,128.271,128.68,127.38,127.38,56584000,128.0671,128.3285,127.6786,45.09228828
3/10/2006,127.79,128.84,127.44,128.59,60493800,128.2345,128.4375,127.741,52.83122958
3/13/2006,128.84,129.16,128.53,128.83,45736600,128.8519,128.547,127.8026,54.20980724
3/14/2006,128.77,130.23,128.61,130.18,69883500,129.5385,128.7355,127.9024,61.09733339
3/15/2006,130.15,130.86,129.85,130.76,53416400,130.3941,128.886,128.0274,63.62855545
3/16/2006,130.9,131.47,130.84,131.03,67086500,131.0901,129.0275,128.114,64.77748063
3/17/2006,130.68,130.9,130.38,130.62,47288300,130.5754,129.1005,128.1804,61.5955876
3/20/2006,130.68,130.9,130.21,130.41,45557500,130.5015,129.1805,128.241,59.97070934
3/21/2006,130.19,130.99,129.45,129.59,87415500,130.1324,129.2355,128.264,53.98241949
3/22/2006,129.51,130.51,129.45,130.38,51612200,130.0405,129.291,128.2962,58.30231727
3/23/2006,130.24,130.3935,129.66,130.11,46844700,130.0431,129.3425,128.3204,56.35514395
3/24/2006,129.99,130.57,129.74,130.21,43215700,130.153,129.3825,128.3384,56.92889791
3/27/2006,130.03,130.28,129.74,130.02,32529400,130.0402,129.4105,128.3628,55.43769722
3/28/2006,129.93,130.53,129.05,129.22,82089000,129.7201,129.46,128.3736,49.55214945
3/29/2006,129.48,130.5,129.29,130.03,61537200,129.9803,129.493,128.4076,54.78614079
3/30/2006,130.11,130.98,129.55,129.8,70573800,130.1821,129.515,128.4472,53.10143491
3/31/2006,130.02,130.24,129.37,129.83,62925700,129.7471,129.5685,128.4776,53.30314107
4/3/2006,130.07,130.87,129.49,129.73,61631500,130.3065,129.6465,128.5528,52.49269909
4/4/2006,129.72,130.73,129.36,130.56,54811800,130.1308,129.776,128.6356,58.17665461
4/5/2006,130.61,131.28,130.38,131.01,50612000,130.8282,129.9145,128.7248,60.9075338
4/6/2006,130.85,131.21,130.19,130.87,57911600,130.7225,130.089,128.809,59.60359744
4/7/2006,131.06,131.4,129.35,129.54,80189200,130.2473,130.1365,128.8526,48.8944836
4/10/2006,129.71,130.08,129.26,129.74,41542100,129.6764,130.182,128.8766,50.33944314
4/11/2006,129.85,130.06,128.25,128.64,72806700,128.9212,130.105,128.8806,43.11842884
4/12/2006,128.77,129.13,128.61,128.88,43052600,128.8355,130.011,128.9082,44.97310482
4/13/2006,128.59,129.25,128.31,128.71,51077200,128.8055,129.895,128.9146,43.88165977
4/17/2006,128.79,129.31,128.02,128.66,64172400,128.6196,129.797,128.9498,43.54691626
4/18/2006,128.95,130.94,128.84,130.7,92684300,130.0294,129.8115,129.0384,57.71864597
4/19/2006,130.72,131.07,130.24,130.95,87275600,130.7245,129.8795,129.1254,59.07453256
4/20/2006,131,131.86,130.6,131.13,86024100,131.2509,129.917,129.2384,60.06746241
4/21/2006,131.73,131.79,130.62,131.15,72359600,131.218,129.969,129.329,60.18305633
4/24/2006,130.93,131.07,130.38,130.91,52548400,130.7282,130.004,129.419,58.01286345
4/25/2006,131.04,131.12,129.92,130.37,84361300,130.3621,130.0215,129.4936,53.35125357
4/26/2006,130.5,131.14,130.3,130.4,67267600,130.7451,130.0805,129.5734,53.57444674
4/27/2006,129.9,131.63,129.59,131.03,124607600,130.8303,130.1305,129.639,58.10740908
4/28/2006,130.79,131.75,130.71,131.47,55855100,131.1793,130.214,129.7044,60.97344758
5/1/2006,131.47,131.8,130.32,130.4,65021100,131.1611,130.2425,129.7292,51.70886983
5/2/2006,131.01,131.46,130.74,131.38,49091700,131.1139,130.325,129.7806,58.00292952
5/3/2006,131.22,131.32,130.45,130.89,60825000,130.8271,130.3415,129.8286,54.19918834
5/4/2006,131.08,131.62,130.34,131.36,42937300,131.332,130.359,129.8704,57.10491666
5/5/2006,132.05,132.8,131.85,132.52,62593300,132.2742,130.4415,129.9392,63.29445581
5/8/2006,132.51,132.77,132.36,132.36,30018100,132.5465,130.5825,129.9982,61.96628798
5/9/2006,132.42,132.77,132.31,132.62,29866200,132.527,130.7265,130.0614,63.31348703
5/10/2006,132.41,132.75,131.89,132.55,64413900,132.3878,130.922,130.1478,62.66986458
5/11/2006,132.51,132.55,130.52,130.95,80659000,131.2945,131.0255,130.1794,50.12661746
5/12/2006,130.48,130.72,129.19,129.24,91736300,130.0096,131.052,130.177,40.74133603
5/15/2006,128.79,129.74,128.61,129.5,84049100,129.2166,131.094,130.1918,42.50403515
5/16/2006,129.76,130,129.01,129.31,62137600,129.5659,131.0245,130.2146,41.53179846
5/17/2006,128.67,129.1,126.77,126.85,144789500,127.9508,130.8195,130.1922,31.48878688
5/18/2006,127.38,127.75,126.11,126.21,87937900,127.2203,130.5735,130.1516,29.49077114
5/19/2006,126.87,127.49,125.8,127.1,124345600,126.7212,130.371,130.146,35.60947787
5/22/2006,126.28,127.17,125.5,126.13,110880900,126.3321,130.132,130.0968,32.31776873
5/23/2006,127.18,127.63,125.17,125.17,92006500,126.7769,129.872,130.0236,29.41927725
5/24/2006,125.68,126.89,124.76,126.17,168405000,125.7896,129.6605,129.9434,35.87130886
5/25/2006,126.92,127.73,126.43,127.73,78992600,127.0313,129.4955,129.8828,44.40872245
5/26/2006,128,128.38,127.51,128.38,62991900,128.0277,129.341,129.8298,47.5424102
5/30/2006,127.97,128,126.05,126.1,72448000,127.012,129.126,129.7394,39.19604337
5/31/2006,126.58,127.51,126.2,127.51,86934700,126.9594,128.9325,129.6814,45.56099885
6/1/2006,127.38,128.94,127.27,128.73,73737200,128.0754,128.8245,129.6642,50.39913598
6/2/2006,129.25,129.43,128.32,129,91704600,128.9726,128.7065,129.6366,51.42796438
6/5/2006,128.79,128.86,126.77,127.12,86144500,127.8745,128.4365,129.5768,44.505701
6/6/2006,127.21,127.38,125.76,126.81,130881900,126.5262,128.159,129.5088,43.46675137
6/7/2006,126.91,127.65,125.79,125.86,108718000,126.8385,127.821,129.4256,40.35754077
6/8/2006,125.58,126.5,123.87,125.75,204972100,125.1921,127.481,129.3562,40.00074899
6/9/2006,126.36,126.96,125.29,125.35,94977600,125.9955,127.201,129.2626,38.66221659
6/12/2006,125.88,125.93,123.82,123.99,95887100,124.9553,126.9385,129.1464,34.44219057
6/13/2006,123.78,124.84,122.55,122.55,185702000,123.633,126.591,129.0008,30.62992942
